"D" "I" "G"
"874" "d1" "i1" "g2"
"875" "d0" "i0" "g1"
"876" "d1" "i0" "g3"
"877" "d0" "i0" "g2"
"878" "d0" "i0" "g3"
"879" "d1" "i1" "g2"
"880" "d0" "i0" "g1"
"881" "d1" "i1" "g1"
"882" "d0" "i1" "g1"
"883" "d0" "i0" "g2"
"884" "d1" "i0" "g2"
"885" "d0" "i1" "g1"
"886" "d1" "i1" "g2"
"887" "d0" "i0" "g2"
"888" "d1" "i0" "g2"
"889" "d0" "i0" "g1"
"890" "d0" "i0" "g2"
"891" "d0" "i0" "g1"
"892" "d1" "i0" "g3"
"893" "d0" "i0" "g2"
"894" "d1" "i1" "g2"
"895" "d1" "i1" "g1"
"896" "d0" "i0" "g2"
"897" "d0" "i0" "g1"
"898" "d0" "i0" "g2"
"899" "d0" "i0" "g2"
"900" "d0" "i1" "g1"
"901" "d0" "i0" "g3"
"902" "d0" "i0" "g1"
"903" "d1" "i0" "g3"
"904" "d0" "i0" "g3"
"905" "d0" "i1" "g1"
"906" "d0" "i0" "g3"
"907" "d1" "i1" "g3"
"908" "d0" "i0" "g1"
"909" "d0" "i0" "g2"
"910" "d1" "i0" "g2"
"911" "d0" "i1" "g1"
"912" "d0" "i0" "g3"
"913" "d0" "i0" "g2"
"914" "d1" "i0" "g3"
"915" "d0" "i1" "g1"
"916" "d1" "i1" "g2"
"917" "d0" "i0" "g1"
"918" "d1" "i0" "g3"
"919" "d0" "i0" "g1"
"920" "d0" "i0" "g3"
"921" "d0" "i1" "g1"
"922" "d0" "i0" "g2"
"923" "d1" "i0" "g2"
"924" "d1" "i0" "g3"
"925" "d0" "i0" "g1"
"926" "d0" "i0" "g2"
"927" "d0" "i0" "g2"
"928" "d1" "i1" "g1"
"929" "d0" "i0" "g3"
"930" "d0" "i1" "g1"
"931" "d0" "i0" "g1"
"932" "d0" "i1" "g1"
"933" "d1" "i1" "g1"
"934" "d0" "i0" "g2"
"935" "d0" "i0" "g2"
"936" "d0" "i0" "g3"
"937" "d0" "i0" "g1"
"938" "d1" "i1" "g2"
"939" "d0" "i0" "g2"
"940" "d1" "i0" "g3"
"941" "d0" "i1" "g1"
"942" "d1" "i0" "g2"
"943" "d1" "i0" "g3"
"944" "d0" "i0" "g3"
"945" "d1" "i0" "g3"
"946" "d1" "i0" "g3"
"947" "d0" "i1" "g1"
"948" "d1" "i1" "g1"
"949" "d0" "i0" "g3"
"950" "d1" "i1" "g2"
"951" "d1" "i1" "g3"
"952" "d0" "i1" "g1"
"953" "d0" "i0" "g1"
"954" "d0" "i1" "g1"
"955" "d1" "i0" "g2"
"956" "d0" "i0" "g3"
"957" "d0" "i0" "g3"
"958" "d0" "i1" "g1"
"959" "d0" "i0" "g3"
"960" "d0" "i1" "g1"
"961" "d0" "i0" "g2"
"962" "d0" "i0" "g1"
"963" "d1" "i0" "g3"
"964" "d1" "i0" "g3"
"965" "d0" "i0" "g1"
"966" "d0" "i1" "g1"
"967" "d0" "i0" "g2"
"968" "d0" "i0" "g2"
"969" "d0" "i0" "g2"
"970" "d1" "i0" "g2"
"971" "d0" "i1" "g1"
"972" "d0" "i0" "g1"
"973" "d0" "i1" "g1"
"974" "d1" "i0" "g3"
"975" "d1" "i0" "g3"
"976" "d0" "i0" "g2"
"977" "d0" "i0" "g3"
"978" "d0" "i0" "g1"
"979" "d1" "i0" "g3"
"980" "d1" "i0" "g3"
"981" "d1" "i1" "g3"
"982" "d0" "i0" "g3"
"983" "d0" "i1" "g1"
"984" "d0" "i0" "g2"
"985" "d0" "i0" "g2"
"986" "d1" "i0" "g3"
"987" "d0" "i0" "g1"
"988" "d0" "i1" "g1"
"989" "d0" "i0" "g2"
"990" "d0" "i0" "g2"
"991" "d1" "i0" "g3"
"992" "d1" "i0" "g2"
"993" "d1" "i1" "g1"
"994" "d0" "i0" "g2"
"995" "d1" "i0" "g2"
"996" "d1" "i0" "g3"
"997" "d1" "i0" "g3"
"998" "d0" "i1" "g1"
"999" "d1" "i0" "g3"
"1000" "d0" "i1" "g1"
"1001" "d0" "i1" "g1"
"1002" "d0" "i0" "g1"
"1003" "d0" "i1" "g2"
"1004" "d1" "i0" "g2"
"1005" "d1" "i1" "g1"
"1006" "d0" "i0" "g3"
"1007" "d0" "i0" "g2"
"1008" "d1" "i1" "g2"
"1009" "d1" "i0" "g2"
"1010" "d1" "i1" "g1"
"1011" "d0" "i0" "g1"
"1012" "d0" "i0" "g2"
"1013" "d0" "i1" "g1"
"1014" "d1" "i0" "g3"
"1015" "d1" "i0" "g2"
"1016" "d0" "i1" "g1"
"1017" "d0" "i0" "g3"
"1018" "d0" "i0" "g2"
"1019" "d0" "i0" "g3"
"1020" "d0" "i0" "g2"
"1021" "d0" "i1" "g1"
"1022" "d0" "i0" "g1"
"1023" "d0" "i0" "g2"
"1024" "d0" "i1" "g1"
"1025" "d0" "i1" "g1"
"1026" "d0" "i1" "g1"
"1027" "d1" "i0" "g3"
"1028" "d1" "i0" "g2"
"1029" "d1" "i0" "g3"
"1030" "d0" "i0" "g2"
"1031" "d1" "i0" "g3"
"1032" "d0" "i1" "g1"
"1033" "d1" "i0" "g3"
"1034" "d0" "i1" "g1"
"1035" "d0" "i0" "g2"
"1036" "d0" "i0" "g1"
"1037" "d0" "i1" "g1"
"1038" "d1" "i1" "g3"
"1039" "d1" "i0" "g3"
"1040" "d1" "i0" "g2"
"1041" "d1" "i0" "g3"
"1042" "d0" "i1" "g1"
"1043" "d1" "i0" "g3"
"1044" "d0" "i0" "g3"
"1045" "d0" "i0" "g1"
"1046" "d0" "i0" "g3"
"1047" "d1" "i0" "g3"
"1048" "d0" "i1" "g1"
"1049" "d1" "i0" "g3"
"1050" "d1" "i0" "g3"
"1051" "d1" "i0" "g3"
"1052" "d1" "i1" "g1"
"1053" "d0" "i0" "g2"
"1054" "d0" "i0" "g1"
"1055" "d1" "i0" "g3"
"1056" "d0" "i0" "g3"
"1057" "d0" "i0" "g3"
"1058" "d0" "i0" "g1"
"1059" "d0" "i1" "g1"
"1060" "d1" "i0" "g3"
"1061" "d1" "i1" "g1"
"1062" "d0" "i1" "g1"
"1063" "d0" "i0" "g2"
"1064" "d0" "i0" "g3"
"1065" "d1" "i1" "g1"
"1066" "d0" "i0" "g2"
"1067" "d0" "i0" "g3"
"1068" "d1" "i0" "g3"
"1069" "d0" "i0" "g2"
"1070" "d0" "i0" "g2"
"1071" "d1" "i0" "g3"
"1072" "d1" "i0" "g2"
"1073" "d0" "i1" "g1"
"1074" "d1" "i0" "g2"
"1075" "d0" "i0" "g2"
"1076" "d1" "i0" "g3"
"1077" "d1" "i0" "g3"
"1078" "d1" "i0" "g3"
"1079" "d1" "i0" "g3"
"1080" "d0" "i0" "g2"
"1081" "d0" "i0" "g1"
"1082" "d1" "i0" "g3"
"1083" "d0" "i1" "g1"
"1084" "d0" "i0" "g2"
"1085" "d0" "i1" "g1"
"1086" "d1" "i0" "g3"
"1087" "d1" "i1" "g2"
"1088" "d1" "i1" "g1"
"1089" "d1" "i0" "g2"
"1090" "d1" "i0" "g3"
"1091" "d1" "i0" "g2"
"1092" "d0" "i0" "g2"
"1093" "d1" "i0" "g3"
"1094" "d0" "i0" "g1"
"1095" "d1" "i0" "g3"
"1096" "d1" "i0" "g3"
"1097" "d0" "i0" "g1"
"1098" "d0" "i1" "g1"
"1099" "d0" "i1" "g1"
"1100" "d0" "i1" "g1"
"1101" "d0" "i0" "g2"
"1102" "d1" "i1" "g1"
"1103" "d0" "i0" "g1"
"1104" "d0" "i1" "g1"
"1105" "d0" "i0" "g1"
"1106" "d1" "i0" "g3"
"1107" "d1" "i0" "g1"
"1108" "d1" "i0" "g2"
"1109" "d0" "i0" "g3"
"1110" "d0" "i1" "g1"
"1111" "d1" "i0" "g3"
"1112" "d0" "i0" "g2"
"1113" "d0" "i1" "g1"
"1114" "d0" "i0" "g2"
"1115" "d1" "i1" "g2"
"1116" "d1" "i1" "g2"
"1117" "d1" "i0" "g2"
"1118" "d0" "i0" "g3"
"1119" "d0" "i0" "g3"
"1120" "d0" "i0" "g2"
"1121" "d1" "i0" "g3"
"1122" "d1" "i1" "g2"
"1123" "d0" "i0" "g2"
"1124" "d1" "i0" "g3"
"1125" "d0" "i0" "g2"
"1126" "d1" "i0" "g2"
"1127" "d0" "i1" "g1"
"1128" "d0" "i0" "g1"
"1129" "d0" "i0" "g1"
"1130" "d0" "i0" "g1"
"1131" "d1" "i1" "g2"
"1132" "d0" "i0" "g1"
"1133" "d0" "i0" "g2"
"1134" "d0" "i0" "g2"
"1135" "d0" "i0" "g2"
"1136" "d1" "i1" "g2"
"1137" "d0" "i0" "g2"
"1138" "d0" "i0" "g3"
"1139" "d1" "i0" "g2"
"1140" "d0" "i0" "g2"
"1141" "d1" "i0" "g3"
"1142" "d1" "i1" "g3"
"1143" "d1" "i0" "g2"
"1144" "d0" "i0" "g1"
"1145" "d0" "i0" "g3"
"1146" "d0" "i1" "g1"
"1147" "d0" "i0" "g1"
"1148" "d1" "i1" "g1"
"1149" "d1" "i0" "g3"
"1150" "d0" "i0" "g2"
"1151" "d1" "i1" "g1"
"1152" "d1" "i0" "g3"
"1153" "d0" "i1" "g2"
"1154" "d0" "i1" "g1"
"1155" "d0" "i1" "g1"
"1156" "d1" "i1" "g1"
"1157" "d0" "i0" "g1"
"1158" "d1" "i0" "g3"
"1159" "d1" "i0" "g3"
"1160" "d0" "i1" "g1"
"1161" "d0" "i1" "g1"
"1162" "d0" "i0" "g3"
"1163" "d0" "i0" "g2"
"1164" "d0" "i0" "g2"
"1165" "d1" "i0" "g2"
"1166" "d1" "i0" "g3"
"1167" "d0" "i0" "g2"
"1168" "d0" "i0" "g1"
"1169" "d1" "i1" "g2"
"1170" "d0" "i1" "g1"
"1171" "d0" "i0" "g1"
"1172" "d0" "i0" "g2"
"1173" "d1" "i0" "g3"
"1174" "d1" "i0" "g3"
"1175" "d0" "i0" "g1"
"1176" "d0" "i0" "g3"
"1177" "d1" "i0" "g3"
"1178" "d1" "i1" "g2"
"1179" "d1" "i1" "g1"
"1180" "d0" "i1" "g1"
"1181" "d0" "i1" "g1"
"1182" "d1" "i1" "g1"
"1183" "d1" "i0" "g3"
"1184" "d0" "i1" "g1"
"1185" "d1" "i0" "g3"
"1186" "d1" "i1" "g1"
"1187" "d0" "i0" "g2"
"1188" "d1" "i0" "g3"
"1189" "d1" "i1" "g1"
"1190" "d0" "i0" "g1"
"1191" "d1" "i0" "g3"
"1192" "d1" "i1" "g3"
"1193" "d0" "i0" "g3"
"1194" "d1" "i0" "g3"
"1195" "d0" "i1" "g1"
"1196" "d0" "i0" "g3"
"1197" "d1" "i0" "g3"
"1198" "d1" "i0" "g3"
"1199" "d1" "i0" "g3"
"1200" "d1" "i1" "g2"
"1201" "d0" "i0" "g3"
"1202" "d1" "i0" "g1"
"1203" "d0" "i0" "g1"
"1204" "d1" "i1" "g1"
"1205" "d1" "i0" "g3"
"1206" "d1" "i1" "g1"
"1207" "d1" "i0" "g3"
"1208" "d0" "i0" "g2"
"1209" "d1" "i1" "g1"
"1210" "d0" "i0" "g2"
"1211" "d0" "i0" "g2"
"1212" "d0" "i0" "g1"
"1213" "d0" "i1" "g1"
"1214" "d0" "i0" "g1"
"1215" "d1" "i0" "g2"
"1216" "d0" "i1" "g1"
"1217" "d0" "i1" "g1"
"1218" "d0" "i1" "g1"
"1219" "d0" "i0" "g3"
"1220" "d0" "i0" "g2"
"1221" "d0" "i0" "g3"
"1222" "d0" "i0" "g3"
"1223" "d0" "i0" "g3"
"1224" "d0" "i0" "g2"
"1225" "d0" "i0" "g2"
"1226" "d1" "i0" "g1"
"1227" "d0" "i0" "g3"
"1228" "d1" "i1" "g2"
"1229" "d0" "i0" "g1"
"1230" "d0" "i1" "g1"
"1231" "d1" "i0" "g2"
"1232" "d1" "i0" "g3"
"1233" "d1" "i1" "g3"
"1234" "d1" "i1" "g1"
"1235" "d1" "i1" "g3"
"1236" "d0" "i0" "g3"
"1237" "d0" "i0" "g3"
"1238" "d1" "i0" "g3"
"1239" "d1" "i0" "g2"
"1240" "d0" "i1" "g2"
"1241" "d1" "i0" "g3"
"1242" "d0" "i0" "g3"
"1243" "d1" "i1" "g3"
"1244" "d1" "i0" "g3"
"1245" "d1" "i0" "g2"
"1246" "d1" "i0" "g2"
"1247" "d0" "i0" "g3"
"1248" "d1" "i0" "g3"
"1249" "d0" "i0" "g3"
"1250" "d1" "i0" "g3"
"1251" "d1" "i1" "g1"
"1252" "d0" "i0" "g2"
"1253" "d0" "i0" "g3"
"1254" "d0" "i0" "g2"
"1255" "d0" "i0" "g1"
"1256" "d0" "i0" "g2"
"1257" "d0" "i1" "g1"
"1258" "d0" "i0" "g2"
"1259" "d1" "i0" "g3"
"1260" "d0" "i0" "g3"
"1261" "d0" "i0" "g2"
"1262" "d0" "i0" "g2"
"1263" "d0" "i0" "g3"
"1264" "d1" "i0" "g2"
"1265" "d1" "i1" "g2"
"1266" "d1" "i0" "g3"
"1267" "d0" "i1" "g1"
"1268" "d0" "i0" "g2"
"1269" "d0" "i1" "g1"
"1270" "d0" "i1" "g1"
"1271" "d0" "i1" "g2"
"1272" "d0" "i1" "g3"
"1273" "d1" "i1" "g2"
"1274" "d0" "i0" "g3"
"1275" "d0" "i0" "g3"
"1276" "d0" "i1" "g1"
"1277" "d0" "i1" "g1"
"1278" "d0" "i1" "g1"
"1279" "d0" "i0" "g2"
"1280" "d0" "i0" "g3"
"1281" "d0" "i0" "g1"
"1282" "d0" "i1" "g1"
"1283" "d1" "i0" "g3"
"1284" "d1" "i0" "g3"
"1285" "d1" "i1" "g1"
"1286" "d0" "i1" "g1"
"1287" "d0" "i0" "g1"
"1288" "d1" "i1" "g3"
"1289" "d0" "i0" "g3"
"1290" "d1" "i0" "g3"
"1291" "d0" "i0" "g1"
"1292" "d1" "i0" "g2"
"1293" "d0" "i0" "g1"
"1294" "d1" "i0" "g3"
"1295" "d0" "i0" "g1"
"1296" "d0" "i1" "g1"
"1297" "d0" "i0" "g2"
"1298" "d1" "i0" "g3"
"1299" "d1" "i0" "g3"
"1300" "d1" "i0" "g2"
"1301" "d1" "i1" "g1"
"1302" "d0" "i1" "g1"
"1303" "d1" "i0" "g3"
"1304" "d0" "i0" "g3"
"1305" "d0" "i0" "g3"
"1306" "d0" "i0" "g2"
"1307" "d0" "i0" "g3"
"1308" "d1" "i0" "g3"
"1309" "d0" "i1" "g1"
"1310" "d0" "i0" "g2"
"1311" "d0" "i1" "g1"
"1312" "d0" "i0" "g2"
"1313" "d0" "i0" "g2"
"1314" "d0" "i0" "g2"
"1315" "d1" "i0" "g2"
"1316" "d0" "i1" "g1"
"1317" "d0" "i0" "g3"
"1318" "d0" "i1" "g1"
"1319" "d1" "i0" "g3"
"1320" "d1" "i0" "g3"
"1321" "d0" "i1" "g1"
"1322" "d1" "i0" "g3"
"1323" "d0" "i0" "g3"
"1324" "d0" "i0" "g1"
"1325" "d0" "i1" "g1"
"1326" "d0" "i1" "g1"
"1327" "d1" "i0" "g3"
"1328" "d1" "i0" "g2"
"1329" "d0" "i1" "g1"
"1330" "d0" "i0" "g2"
"1331" "d1" "i1" "g2"
"1332" "d1" "i1" "g1"
"1333" "d1" "i0" "g3"
"1334" "d0" "i1" "g2"
"1335" "d0" "i0" "g2"
"1336" "d1" "i0" "g3"
"1337" "d0" "i0" "g3"
"1338" "d0" "i0" "g3"
"1339" "d1" "i0" "g2"
"1340" "d1" "i1" "g2"
"1341" "d1" "i1" "g1"
"1342" "d1" "i0" "g3"
"1343" "d0" "i0" "g1"
"1344" "d1" "i0" "g3"
"1345" "d0" "i0" "g1"
"1346" "d1" "i0" "g3"
"1347" "d1" "i0" "g3"
"1348" "d1" "i1" "g1"
"1349" "d1" "i0" "g3"
"1350" "d0" "i1" "g1"
"1351" "d0" "i0" "g3"
"1352" "d0" "i1" "g1"
"1353" "d1" "i0" "g3"
"1354" "d1" "i0" "g3"
"1355" "d1" "i1" "g1"
"1356" "d1" "i0" "g3"
"1357" "d0" "i1" "g1"
"1358" "d0" "i1" "g1"
"1359" "d0" "i0" "g3"
"1360" "d1" "i0" "g3"
"1361" "d0" "i0" "g1"
"1362" "d1" "i0" "g3"
"1363" "d0" "i0" "g2"
"1364" "d0" "i0" "g3"
"1365" "d1" "i0" "g3"
"1366" "d0" "i0" "g3"
"1367" "d0" "i1" "g1"
"1368" "d1" "i0" "g2"
"1369" "d1" "i0" "g3"
"1370" "d0" "i1" "g1"
"1371" "d1" "i0" "g3"
"1372" "d0" "i0" "g3"
"1373" "d1" "i0" "g3"
"1374" "d0" "i1" "g1"
"1375" "d0" "i1" "g1"
"1376" "d0" "i0" "g3"
"1377" "d0" "i0" "g3"
"1378" "d0" "i1" "g1"
"1379" "d1" "i0" "g3"
"1380" "d1" "i0" "g3"
"1381" "d1" "i0" "g3"
"1382" "d0" "i0" "g1"
"1383" "d0" "i0" "g2"
"1384" "d1" "i0" "g2"
"1385" "d1" "i0" "g3"
"1386" "d0" "i1" "g1"
"1387" "d1" "i1" "g1"
"1388" "d0" "i0" "g2"
"1389" "d0" "i0" "g2"
"1390" "d0" "i1" "g1"
"1391" "d0" "i0" "g2"
"1392" "d0" "i0" "g1"
"1393" "d0" "i0" "g3"
"1394" "d0" "i1" "g1"
"1395" "d1" "i0" "g3"
"1396" "d1" "i1" "g2"
"1397" "d0" "i1" "g1"
"1398" "d0" "i1" "g1"
"1399" "d0" "i0" "g1"
"1400" "d0" "i0" "g1"
"1401" "d1" "i0" "g2"
"1402" "d1" "i0" "g3"
"1403" "d0" "i1" "g3"
"1404" "d0" "i0" "g1"
"1405" "d0" "i1" "g1"
"1406" "d1" "i0" "g3"
"1407" "d1" "i0" "g3"
"1408" "d1" "i0" "g3"
"1409" "d0" "i0" "g2"
"1410" "d1" "i1" "g1"
"1411" "d0" "i0" "g2"
"1412" "d0" "i0" "g1"
"1413" "d1" "i0" "g3"
"1414" "d0" "i0" "g1"
"1415" "d0" "i0" "g1"
"1416" "d0" "i0" "g3"
"1417" "d0" "i0" "g1"
"1418" "d0" "i0" "g3"
"1419" "d1" "i0" "g3"
"1420" "d0" "i1" "g1"
"1421" "d1" "i0" "g2"
"1422" "d0" "i0" "g2"
"1423" "d0" "i0" "g3"
"1424" "d0" "i0" "g3"
"1425" "d0" "i0" "g2"
"1426" "d0" "i0" "g3"
"1427" "d1" "i0" "g2"
"1428" "d1" "i1" "g3"
"1429" "d0" "i1" "g1"
"1430" "d1" "i1" "g3"
"1431" "d1" "i0" "g3"
"1432" "d0" "i1" "g2"
"1433" "d0" "i0" "g1"
"1434" "d0" "i1" "g1"
"1435" "d0" "i0" "g2"
"1436" "d1" "i1" "g1"
"1437" "d0" "i0" "g1"
"1438" "d0" "i0" "g1"
"1439" "d1" "i0" "g2"
"1440" "d0" "i0" "g3"
"1441" "d0" "i0" "g1"
"1442" "d1" "i0" "g2"
"1443" "d1" "i0" "g3"
"1444" "d1" "i1" "g1"
"1445" "d0" "i0" "g3"
"1446" "d1" "i0" "g3"
"1447" "d0" "i0" "g2"
"1448" "d1" "i0" "g3"
"1449" "d0" "i0" "g3"
"1450" "d0" "i0" "g1"
"1451" "d0" "i0" "g1"
"1452" "d1" "i0" "g3"
"1453" "d1" "i0" "g3"
"1454" "d0" "i1" "g1"
"1455" "d0" "i1" "g1"
"1456" "d1" "i0" "g3"
"1457" "d0" "i0" "g1"
"1458" "d1" "i1" "g3"
"1459" "d0" "i1" "g1"
"1460" "d0" "i0" "g2"
"1461" "d1" "i0" "g2"
"1462" "d0" "i0" "g2"
"1463" "d0" "i1" "g1"
"1464" "d1" "i0" "g2"
"1465" "d0" "i0" "g2"
"1466" "d0" "i0" "g1"
"1467" "d1" "i1" "g3"
"1468" "d1" "i0" "g3"
"1469" "d0" "i1" "g1"
"1470" "d1" "i1" "g3"
"1471" "d1" "i0" "g2"
"1472" "d1" "i0" "g3"
"1473" "d0" "i0" "g2"
"1474" "d0" "i0" "g1"
"1475" "d0" "i0" "g3"
"1476" "d0" "i0" "g2"
"1477" "d0" "i0" "g1"
"1478" "d0" "i0" "g3"
"1479" "d1" "i0" "g2"
"1480" "d0" "i0" "g1"
"1481" "d0" "i0" "g2"
"1482" "d0" "i0" "g2"
"1483" "d1" "i0" "g3"
"1484" "d0" "i0" "g3"
"1485" "d1" "i0" "g2"
"1486" "d1" "i1" "g1"
"1487" "d0" "i0" "g1"
"1488" "d0" "i0" "g2"
"1489" "d0" "i1" "g1"
"1490" "d0" "i0" "g1"
"1491" "d0" "i1" "g2"
"1492" "d0" "i0" "g2"
"1493" "d0" "i0" "g2"
"1494" "d1" "i0" "g3"
"1495" "d1" "i1" "g1"
"1496" "d1" "i0" "g3"
"1497" "d1" "i0" "g3"
"1498" "d1" "i0" "g2"
"1499" "d0" "i0" "g3"
"1500" "d0" "i1" "g1"
"1501" "d0" "i1" "g1"
"1502" "d1" "i0" "g3"
"1503" "d1" "i1" "g1"
"1504" "d0" "i1" "g1"
"1505" "d0" "i1" "g1"
"1506" "d0" "i0" "g2"
"1507" "d0" "i0" "g1"
"1508" "d1" "i0" "g3"
"1509" "d0" "i1" "g1"
"1510" "d0" "i0" "g3"
"1511" "d0" "i0" "g3"
"1512" "d0" "i0" "g1"
"1513" "d0" "i0" "g1"
"1514" "d0" "i1" "g1"
"1515" "d0" "i0" "g2"
"1516" "d1" "i0" "g2"
"1517" "d0" "i0" "g2"
"1518" "d0" "i0" "g2"
"1519" "d0" "i0" "g3"
"1520" "d0" "i0" "g3"
"1521" "d1" "i0" "g3"
"1522" "d0" "i0" "g3"
"1523" "d1" "i0" "g3"
"1524" "d0" "i0" "g3"
"1525" "d0" "i1" "g1"
"1526" "d1" "i0" "g2"
"1527" "d0" "i0" "g1"
"1528" "d0" "i0" "g2"
"1529" "d1" "i0" "g3"
"1530" "d1" "i0" "g3"
"1531" "d1" "i0" "g3"
"1532" "d0" "i1" "g1"
"1533" "d0" "i0" "g2"
"1534" "d1" "i0" "g1"
"1535" "d0" "i0" "g2"
"1536" "d0" "i0" "g2"
"1537" "d1" "i0" "g3"
"1538" "d0" "i1" "g1"
"1539" "d0" "i0" "g1"
"1540" "d1" "i1" "g1"
"1541" "d0" "i0" "g2"
"1542" "d0" "i1" "g1"
"1543" "d0" "i0" "g3"
"1544" "d0" "i1" "g1"
"1545" "d0" "i0" "g2"
"1546" "d0" "i0" "g1"
"1547" "d0" "i0" "g3"
"1548" "d1" "i1" "g2"
"1549" "d1" "i0" "g3"
"1550" "d0" "i0" "g1"
"1551" "d1" "i0" "g3"
"1552" "d1" "i0" "g3"
"1553" "d0" "i1" "g1"
"1554" "d0" "i0" "g3"
"1555" "d0" "i1" "g1"
"1556" "d0" "i0" "g3"
"1557" "d1" "i1" "g1"
"1558" "d0" "i1" "g1"
"1559" "d1" "i0" "g3"
"1560" "d1" "i1" "g2"
"1561" "d0" "i0" "g3"
"1562" "d0" "i1" "g1"
"1563" "d1" "i1" "g3"
"1564" "d0" "i1" "g1"
"1565" "d0" "i0" "g1"
"1566" "d0" "i0" "g3"
"1567" "d1" "i0" "g3"
"1568" "d0" "i0" "g1"
"1569" "d0" "i0" "g2"
"1570" "d1" "i0" "g2"
"1571" "d1" "i1" "g1"
"1572" "d1" "i0" "g3"
"1573" "d1" "i1" "g3"
"1574" "d0" "i0" "g2"
"1575" "d0" "i1" "g1"
"1576" "d1" "i0" "g1"
"1577" "d0" "i0" "g2"
"1578" "d0" "i1" "g1"
"1579" "d0" "i0" "g3"
"1580" "d0" "i0" "g3"
"1581" "d1" "i0" "g3"
"1582" "d0" "i0" "g2"
"1583" "d1" "i1" "g1"
"1584" "d0" "i0" "g1"
"1585" "d1" "i1" "g1"
"1586" "d0" "i1" "g1"
"1587" "d0" "i1" "g2"
"1588" "d1" "i1" "g1"
"1589" "d0" "i1" "g1"
"1590" "d1" "i0" "g3"
"1591" "d1" "i1" "g1"
"1592" "d0" "i1" "g1"
"1593" "d0" "i0" "g2"
"1594" "d0" "i0" "g2"
"1595" "d0" "i0" "g3"
"1596" "d1" "i1" "g2"
"1597" "d0" "i1" "g2"
"1598" "d0" "i0" "g3"
"1599" "d0" "i0" "g2"
"1600" "d0" "i0" "g1"
"1601" "d0" "i0" "g2"
"1602" "d1" "i0" "g3"
"1603" "d1" "i1" "g1"
"1604" "d0" "i0" "g1"
"1605" "d1" "i1" "g2"
"1606" "d0" "i0" "g3"
"1607" "d1" "i1" "g2"
"1608" "d1" "i0" "g3"
"1609" "d1" "i1" "g1"
"1610" "d0" "i0" "g2"
"1611" "d1" "i0" "g2"
"1612" "d0" "i0" "g3"
"1613" "d0" "i0" "g2"
"1614" "d1" "i0" "g3"
"1615" "d0" "i0" "g1"
"1616" "d0" "i0" "g1"
"1617" "d1" "i0" "g3"
"1618" "d1" "i1" "g1"
"1619" "d0" "i0" "g1"
"1620" "d0" "i0" "g2"
"1621" "d0" "i1" "g1"
"1622" "d0" "i1" "g1"
"1623" "d0" "i1" "g1"
"1624" "d0" "i0" "g1"
"1625" "d1" "i0" "g3"
"1626" "d1" "i0" "g3"
"1627" "d0" "i0" "g3"
"1628" "d0" "i1" "g1"
"1629" "d0" "i0" "g1"
"1630" "d1" "i1" "g2"
"1631" "d1" "i1" "g2"
"1632" "d0" "i0" "g1"
"1633" "d0" "i0" "g2"
"1634" "d0" "i1" "g1"
"1635" "d0" "i0" "g1"
"1636" "d1" "i0" "g2"
"1637" "d0" "i0" "g3"
"1638" "d1" "i0" "g2"
"1639" "d1" "i0" "g3"
"1640" "d0" "i0" "g2"
"1641" "d1" "i0" "g2"
"1642" "d0" "i1" "g1"
"1643" "d0" "i0" "g1"
"1644" "d0" "i0" "g2"
"1645" "d0" "i0" "g1"
"1646" "d0" "i0" "g1"
"1647" "d0" "i0" "g1"
"1648" "d0" "i0" "g2"
"1649" "d0" "i1" "g1"
"1650" "d1" "i0" "g3"
"1651" "d0" "i0" "g2"
"1652" "d0" "i0" "g1"
"1653" "d1" "i0" "g2"
"1654" "d0" "i1" "g1"
"1655" "d1" "i0" "g3"
"1656" "d1" "i0" "g2"
"1657" "d0" "i1" "g1"
"1658" "d1" "i0" "g3"
"1659" "d0" "i0" "g3"
"1660" "d1" "i0" "g2"
"1661" "d0" "i1" "g2"
"1662" "d0" "i0" "g3"
"1663" "d0" "i1" "g1"
"1664" "d1" "i0" "g3"
"1665" "d0" "i1" "g1"
"1666" "d0" "i0" "g2"
"1667" "d0" "i0" "g2"
"1668" "d1" "i0" "g2"
"1669" "d0" "i0" "g2"
"1670" "d0" "i1" "g1"
"1671" "d1" "i0" "g3"
"1672" "d0" "i1" "g1"
"1673" "d1" "i0" "g3"
"1674" "d1" "i1" "g2"
"1675" "d0" "i0" "g2"
"1676" "d0" "i0" "g2"
"1677" "d1" "i0" "g3"
"1678" "d0" "i1" "g1"
"1679" "d1" "i0" "g3"
"1680" "d0" "i0" "g2"
"1681" "d1" "i0" "g3"
"1682" "d0" "i0" "g2"
"1683" "d0" "i0" "g1"
"1684" "d1" "i0" "g3"
"1685" "d1" "i0" "g3"
"1686" "d0" "i0" "g1"
"1687" "d0" "i0" "g2"
"1688" "d0" "i0" "g1"
"1689" "d0" "i0" "g1"
"1690" "d1" "i0" "g3"
"1691" "d0" "i0" "g3"
"1692" "d1" "i1" "g1"
"1693" "d0" "i0" "g2"
"1694" "d0" "i0" "g1"
"1695" "d0" "i0" "g2"
"1696" "d0" "i0" "g2"
"1697" "d0" "i0" "g2"
"1698" "d0" "i0" "g3"
"1699" "d0" "i1" "g1"
"1700" "d0" "i0" "g2"
"1701" "d0" "i0" "g1"
"1702" "d0" "i1" "g1"
"1703" "d1" "i1" "g2"
